cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
4,5,4.6,4,4,4,3,4,4,4,google
3.32,4.12,3,3,5,4,5,5,5,4,google
3,4.733333333,3,3,4,5,3,4,5,3,google
2.43,4.076190476,3,3,2,4,2,2,4,2,google
3.2,4.1,3.428571429,3,4,none,none,none,none,none,google
3,4.6,3,3,5,none,none,none,none,none,google
1,3.4,4.6,4,5,5,5,4,5,5,google
2.97979798,3.816666667,3,3,4,3,4,5,4,4,google
2.8,4.116666667,3,3,5,none,none,none,none,none,google
3,4.6,3,3,5,3,4,4,4,4,google
2.36,4.4,3,4,2,1,1,5,3,1,google
2.555555556,3.933333333,3.7,3,3,4,3,3,4,2,google
3.010555556,4.6,3,3,4,4,5,4,5,4,google
3.8,3.8,1,3,1,1,1,1,1,1,google
2.4,4.2,4.6,3,5,none,none,none,none,none,google
2.666666667,3,3,3,4,none,none,none,none,none,google
2.933333333,4.6,3.589285714,3,4,4,5,3,5,3,google
3.2,4.133333333,3,3,2,1,4,4,1,1,google
3,4.5,3,3,5,5,5,5,5,5,google
2.85,2.875,2,3,1,1,1,1,3,1,google
2.8,3,4.6,3,5,none,none,none,none,none,google
2,4.8,3,3,5,none,none,none,none,none,google
2.868333333,3.914285714,3,3,5,4,5,5,3,4,google
3,3,4,3,3,none,none,none,none,none,google
2.744444444,4.6,3,3.144444444,5,4,5,5,4,5,google
3.428571429,4.0375,4.1,3,4,5,4,5,4,4,google
4.2,4.75,4.2,4.2,5,5,5,5,5,5,google
2.8,4.133333333,4.6,2.5,5,none,none,none,none,none,google
2,4.45,4.4,3,4,5,5,1,5,3,google
3.133333333,3,3.6,4,2,1,1,1,1,1,google
3,3.95,3.2,3,5,4,5,4,4,5,google
3.427380952,3.942857143,3,3.769230769,3,1,3,4,3,2,google
2.9,3.8,3,3,3,2,3,2,4,3,google
3.272727273,4.6,3,3,1,1,3,2,2,1,google
3,4.4,3,3,5,5,5,5,5,5,google
2,3.4,5,3,2,1,3,1,5,2,google
3.45,3,3,3,5,5,5,4,5,5,google
2.416666667,4.56,3,3,5,3,4,5,5,4,google
2.416666667,4,4.6,3,4,4,4,4,4,4,google
2.9,3.4,3.7,4,4,none,none,none,none,none,google
3.4,4.2,4.4,3,4,5,5,5,5,5,google
3.6,3.7,1.3,3.313131313,3,4,2,2,5,3,google
3.4,3.67,3,3,5,4,5,4,5,5,google
3,4.4,3,3,5,5,5,5,5,5,google
3,3.866666667,3,3,5,5,5,5,5,5,google
3,4.56,3,3,4,none,none,none,none,none,google
3,5,3,3,5,none,none,none,none,none,google
3,4.6,3,3,4,none,none,none,none,none,google
4.6,3,3,3,4,5,5,5,5,5,google
3.134722222,3.6,2.833333333,3.1998076,3,4,5,1,3,3,google
3.506666667,3.7,3,3,5,5,5,5,5,4,google
2.751785714,4.275,3.8,3,5,5,5,5,5,3,google
4.4,3,4.4,3,5,5,5,5,5,5,google
3.331944444,5,4.75,3,5,4,4,3,5,4,google
2.69,2.760416667,4.6,3,4,4,3,5,5,4,google
2.6,4.16,3,3,5,none,none,none,none,none,google
3,3.075,3,3,4,none,none,none,none,none,google
3,4.6,4.6,3,5,none,none,none,none,none,google
1.6,4.6,3,3,5,5,5,5,5,5,google
3,3.99375,5,4,5,5,5,4,5,5,google
3,4.2,4.2,3,5,5,3,3,3,3,google
2.9,3,3,3,5,5,5,4,4,4,google
3,4.82,3,3,4,4,4,3,5,4,google
3.4,3.32,4.6,3,4,4,4,5,5,4,google
2.759722222,3.2875,4.6,3,5,5,5,5,5,5,google
3.4,4.4,4.4,3,5,none,none,none,none,none,google
3.2,4.2,3,3.8,4,3,5,none,3,4,google
3,3.4,3,3,5,2,5,5,5,5,google
3.4,3.95,5,3,5,5,5,5,5,5,google
3.428571429,3,3.8,3,5,none,none,none,none,none,google
3,3.811111111,3.75,3,5,5,5,5,5,5,google
2.674242424,3.617777778,3.4,3,5,5,5,5,5,4,google
2.8,3.7,3,3,5,5,5,5,5,5,google
2.9,5,4.6,3,5,none,none,none,none,none,google
3,3,3,2.666666667,5,5,5,5,4,5,google
3,3.5,3,3.5,5,5,4,5,4,4,google
2.825,3.64,3,3,5,none,none,none,none,none,google
3,5,4.6,4.6,5,5,5,5,5,5,google
1.6,4.6,3,4.4,5,5,5,5,5,5,google
3,4.733333333,5,4.2,5,5,5,5,5,5,google
3,3.8,4.6,3,5,5,5,3,5,5,google
2.9,4.3,3,3,5,none,none,none,none,none,google
3,3.272727273,3,4.6,5,none,none,none,none,none,google
3,5,5,3,5,5,5,5,5,5,google
3,3.8,4.6,3,5,none,none,none,none,none,google
3.086363636,4.4,3,3,5,5,5,5,5,5,google
3.214285714,4.333333333,3,3,5,4,5,5,4,5,google
3,4.2,3,3,5,5,5,5,5,5,google
3.2,3.408333333,3,3,5,3,5,5,5,4,google
3.5,3.604761905,5,3,4,5,5,3,5,5,google
4,4,3,3,5,5,5,5,5,5,google
3.290909091,4.054761905,3.8,3,5,4,5,5,5,5,google
3.6,4.75,3,3,5,4,5,5,5,5,google
3.5,5,3,3,3,3,1,5,5,3,google
3,4.6,3,3,5,4,5,5,4,4,google
3,3.916190476,4.6,3,4,none,none,none,none,none,google
2.733333333,3.60952381,3,3,3,3,3,3,3,3,google
2.988888889,4.047222222,3.6,3.057667585,4,5,4,3,4,3,google
2.7,3.314642857,4.6,4,5,5,4,5,5,3,google
3.333333333,4.6,4.6,3,5,none,none,none,none,none,google
3,3.8,3,3,3,1,2,2,3,1,google
3.2,4.4,3,3,3,none,none,none,none,none,google
2.636363636,4.4,4.4,3,5,none,none,5,none,none,google
2.625,4.4,4.6,4.4,5,none,none,none,none,none,google
3.4,3.8,4.4,3,4,none,none,none,none,none,google
2.8,4.2,3,3,1,1,1,3,3,1,google
3,4.6,3,3,5,none,none,5,none,none,google
3.361111111,4,4.6,3,5,5,5,5,5,5,google
2.3,4.142857143,3,3,3,none,none,none,none,none,google
3.36,3,5,3,5,4,5,5,4,5,google
1.6,2.266666667,3,3,2,2,1,2,2,1,google
3,3.676190476,3.208333333,3,3,3,4,5,4,3,google
4.2,5,4.2,3,5,none,none,none,none,none,google
3.389583333,3.2,3,3.714285714,4,3,4,5,5,4,google
2.416666667,4.3,3,3,1,1,2,1,3,1,google
3.476190476,3,3,3,5,5,5,5,5,5,google
3.817222222,3.65,3.8,3.475,5,5,5,4,4,4,google
3,4.5,3,3,4,5,4,4,4,4,google
3.428571429,3.782857143,3,3,4,none,none,none,none,none,google
2.708333333,3.7,4.6,3,4,5,2,5,5,2,google
2.5,3.636363636,3,3,1,2,1,2,3,2,google
3.22979798,4.383333333,4.75,4.575,5,5,5,5,5,5,google
3,3.428571429,3,3,5,none,none,none,none,none,google
2.8,3.888888889,4.2,3,5,none,none,none,none,none,google
3.4,3.4,3,3,5,3,4,4,5,4,google
3.0130829,4.02452381,3.6,3.7,2,2,2,2,5,3,google
4,4.4,3,3,4,3,4,2,1,3,google
2.633333333,4,4.6,3,4,3,4,5,5,3,google
4,4.6,3.8,3,4,none,none,none,none,none,google
2.6,3.454545455,3.2,3.516666667,4,5,4,2,5,4,google
3,5,4.4,3,5,none,none,none,none,none,google
3.4,3.4,4.6,3,5,none,none,none,none,none,google
3.026785714,4.6,4.4,3,4,4,4,3,5,4,google
3.4,4.2,3,3,5,5,5,5,5,5,google
3,4,4.2,2.757575758,4,4,5,5,4,4,google
2.888392857,3.482142857,4.6,3,4,none,none,none,none,none,google
3.336363636,5,5,3,5,5,5,5,5,5,google
3,3.453968254,4.4,3,5,none,none,none,none,none,google
3,4.6,3,3,1,1,1,1,5,1,google
3,5,5,3,5,none,none,none,none,none,google
3,4.6,3,3,4,none,none,none,none,none,google
3,3,3,3,4,4,4,1,4,4,google
3.511020408,4.272,3,3.4,5,1,5,1,5,5,google
2.87,3.336,4.6,3.5,5,1,4,5,5,4,google
3,4.6,3,3,5,3,5,5,5,5,google
3.32,4.5,3,3,4,3,4,5,5,4,google
3.072222222,3.606818182,3,3,3,4,4,4,4,4,google
3.6,3.9,3,3,5,4,5,4,5,5,google
3,4.3,3,3,1,none,none,none,none,none,google
3,4.5,5,3,5,none,none,none,none,none,google
3,3.7,4.2,3,4,4,3,4,4,5,google
3,3,3,3,5,5,5,5,5,5,google
3.13318394,3.9775,3,3.920833333,4,5,3,5,5,3,google
3,3.275,3,4,1,3,1,5,5,2,google
3.5,4.266666667,3,3,5,5,5,4,5,4,google
4,3,3,3,5,4,3,5,5,2,google
4.2,3.32,3,3,5,4,5,5,5,5,google
3,3.411111111,5,3,5,none,none,none,none,none,google
2.5,3,4.5,3.866666667,5,5,5,5,5,5,google
2,4.6,4.6,3,5,none,none,none,none,none,google
2.952380952,4.6,3,3,4,5,4,3,5,2,google
3.136363636,3.391428571,3,5,4,5,4,3,4,4,google
3.4,4.4,3,3,2,1,1,2,3,1,google
3.074945887,3.334545455,3.1,3.166666667,5,5,5,4,5,4,google
3,3.9,3,3,5,none,none,none,none,none,google
3.028888889,3.676190476,4.6,4.25,4,4,5,4,5,3,google
2.832638889,3.325714286,3,3,3,2,4,4,5,2,google
3.138888889,3.777575758,4.6,3,5,4,5,5,5,4,google
3.8,3.214285714,3,3,5,none,none,none,none,none,google
3.55,3,3,3,5,5,5,5,5,5,google
4.6,3.8,3,3,5,5,5,5,5,5,google
3.066666667,4.8,3,3,4,3,4,3,4,3,google
3.95,3.78025974,4.6,3,4,3,4,4,4,3,google
3.307692308,3.5,3,3,5,5,5,4,5,none,google
3.485714286,3,3,3,5,5,5,4,5,5,google
2.776190476,4.533333333,3.428571429,3,4,none,none,none,none,none,google
2.81957672,3.88,4,3,5,5,5,5,5,5,google
3,4.4,3,3,5,none,none,none,none,none,google
3.4,3.6,3,3,5,none,none,5,none,none,google
2.783333333,4.56,3,3,5,4,4,5,5,4,google
3,3.898412698,3,3.7,5,5,5,5,5,5,google
3,2.75,3,3,5,5,5,5,5,5,google
3.428571429,4.6,4.6,3,5,5,5,5,5,4,google
3,4.6,4.4,3,5,none,none,none,none,none,google
3.026388889,3.8,3,3,1,1,1,1,1,1,google
3.507936508,4.0875,3,3,5,5,5,4,5,5,google
3,3.885714286,4.6,3,5,5,5,5,5,5,google
3.360544218,3.588636364,3,3,4,4,5,4,5,4,google
3,3,5,3,5,5,5,5,5,4,google
2.8,4.4,3,3,4,none,none,none,none,none,google
3.401956169,4.280952381,2.2,2.771428571,2,1,3,2,4,5,google
2.4,3,3,3,4,none,none,none,none,none,google
3,4.6,3,4.2,1,1,1,1,1,5,google
3.933333333,5,4.6,3,4,4,4,3,4,4,google
3,3,3,3.191622617,1,1,1,1,1,1,google
3.214285714,4,3,3,5,3,5,5,5,5,google
3.158,4.15,3.3,3,3,3,2,3,5,2,google
1,3.2,4.6,3,5,5,5,3,5,4,google
3.522222222,3.428571429,3,3,3,2,3,3,4,3,google
3,3,3,3,4,3,4,5,5,4,google
2.591071429,3.933333333,3,3.654761905,3,2,4,2,5,1,google
3,4.333333333,4.2,3,5,5,5,5,5,5,google
4.6,4.2,3,3,5,5,5,4,5,5,google
2.722222222,3.925714286,5,3,5,4,5,5,5,5,google
3.625,3.644444444,4,3,4,4,5,3,4,3,google
3.8,4.7,3.1,3,5,5,4,5,5,5,google
2.857142857,3,3,3,5,none,none,none,none,none,google
2.416666667,4.6,5,3,5,5,5,2,5,5,google
3,4.6,3,3,4,2,5,4,4,3,google
2.854166667,3.978571429,3,3.566666667,4,3,4,4,4,3,google
2.75,3,4.2,3,4,none,none,none,none,none,google
3.573333333,3.8,3,4,5,4,5,5,5,4,google
1.6,3.728571429,4.6,3,5,4,4,3,5,4,google
2.846153846,4.1,3,3,5,5,5,5,5,5,google
4,4.55,3,3,5,none,none,none,none,none,google
3,3.742857143,3,4.133333333,5,4,4,5,5,5,google
3.054761905,4.138095238,3.8,3.392857143,4,4,5,3,4,4,google
3.3,4.2,3,3.812223071,5,5,5,5,5,5,google
3.447619048,3.641666667,4.2,3.755555556,4,4,4,4,5,3,google
3,4.7,3,3,5,5,4,4,5,4,google
4,4.4,3,3.4,5,5,5,5,5,5,google
3,5,5,3,5,5,5,5,5,5,google
3.25,4.3,4,3.3,5,none,none,none,none,none,google
4,4,3,3,5,5,5,5,5,4,google
2.25,4.6,3,3.5,5,5,5,5,5,5,google
3.557142857,4.6,4.6,3,5,4,4,4,4,4,google
3,4.014285714,4.51,3,5,5,5,5,5,5,google
3.557142857,4.014285714,3,3,5,4,5,4,4,5,google
2.875,3.731428571,4.6,3,5,5,5,5,5,5,google
2.25,4.4,3,3,5,4,5,5,5,5,google
4.473333333,3.583333333,3,3,5,4,5,5,5,5,google
3.1,3.8,3.75,3,4,none,none,none,none,none,google
3.5125,4.4,3,2.8,4,4,4,4,5,2,google
3.803333333,3.557142857,4.4,3,4,5,none,4,5,none,google
2.98,3.95,3,3,3,5,5,3,3,3,google
3,4.6,3,3,5,5,5,5,5,4,google
3,3,3.833333333,3,3,none,none,none,none,none,google
3,4.306666667,5,3,5,5,5,5,5,5,google
3,4.56,3,3,5,5,5,5,5,5,google
2.416666667,4.6,4.2,3,4,3,5,4,4,4,google
2.8,4.4,3,4,4,3,3,4,5,3,google
3.32,4.4,3,3.633333333,2,2,1,1,4,2,google
3.146590909,4.6,4.6,3,5,5,5,3,4,4,google
2,4.4,4.4,3,4,none,none,none,none,none,google
2.416666667,3.814285714,3.95,3,4,none,none,none,none,none,google
3,3.958333333,3,3.529220779,3,2,3,3,3,3,google
2.5125,4.82,3,3,5,5,5,5,5,5,google
3,3.59047619,4.6,3,5,5,5,5,5,3,google
2.611111111,3.442857143,3,4,4,4,5,4,5,4,google
3.283333333,3.491156463,3.533333333,3.933333333,4,5,3,4,4,4,google
2.725,3,3,3,1,1,1,1,3,1,google
4.4,4.2,4.6,3,5,4,5,5,5,4,google
2.868055556,4.05,3,3,4,none,none,none,none,none,google
2.933333333,4.05,3.6,3.2,3,2,3,2,3,2,google
4.1,3.65,3,3.3125,4,3,3,5,4,3,google
2.4,4.15,3,3.785714286,5,none,none,none,none,none,google
3,4.56,3,5,5,5,5,5,5,5,google
2.5,3.8,3,3,4,3,5,4,3,4,google
3.157142857,3.8,3,3,4,5,2,1,2,2,google
3.159031746,3.661587302,4,4.5,5,5,5,5,5,5,google
2.896464646,3.361111111,4.6,3,5,3,5,5,3,2,google
3.307551708,3.508920635,4.4,3,4,3,5,5,5,4,google
2.6,4.3,3,3,4,3,2,2,5,2,google
3.781333333,4.108888889,4.8,3,5,5,5,5,5,5,google
3,3.875,4,3,5,none,none,none,none,none,google
2.5,3.925,3,3,5,5,5,5,5,5,google
3.322222222,3,4.4,3,4,4,3,4,5,3,google
3.255238095,3.414285714,3,4.75,3,2,2,2,5,3,google
3.855555556,4.205555556,3.125,3.355681818,5,5,5,5,5,5,google
2.416666667,3.814285714,4.4,3,4,4,4,3,4,5,google
4.038571429,4.3,3,4.266666667,4,4,3,4,4,2,google
3,4.82,3,3,3,5,3,4,4,2,google
4.25,3.871047619,4.4,3,5,none,none,none,none,none,google
3,3,3,3,5,3,5,5,5,5,google
2.74,3.4,5,3,5,5,5,5,5,5,google
1.6,4.6,4.6,3,4,5,4,3,3,4,google
3,3.8,3,3,1,none,none,none,none,none,google
3.008791209,4.325,2.666666667,3,3,4,3,2,4,2,google
2.766666667,4.20952381,4.6,3,4,4,4,4,4,4,google
2.996031746,4.1,3,3,5,4,4,5,5,5,google
3.314285714,4.2,3,3,5,none,none,5,none,none,google
3.06,4.333333333,3,3,4,5,4,2,4,3,google
4.4,3.7,3,3,5,5,5,5,5,5,google
3.392380952,4.4,3,3,4,4,4,4,5,3,google
2.416666667,4.4,3,3,5,3,5,5,5,4,google
4.05,4.3925,3.6,3,5,5,5,3,3,4,google
3,4.3,4.4,3,5,none,none,none,none,none,google
3.25,4.4,4.6,3,5,none,none,none,none,none,google
3,3,3,4,4,3,3,4,3,3,google
3.2,3.214285714,3,3,5,5,4,4,5,3,google
2.611111111,2.847619048,3,5,5,4,5,5,5,5,google
2.95,4.133333333,3,3,5,5,5,5,5,5,google
2.801111111,3.766666667,3,3.5,4,1,3,4,3,3,google
3,3,4.6,2.8125,5,5,5,5,5,5,google
3.52,4.1,3,3,5,3,4,4,5,4,google
3.333333333,4.3,4.6,2.96,4,3,5,4,5,4,google
3,3,3,3,5,none,none,none,none,none,google
2.7,4.2,4.6,3,5,5,5,5,5,4,google
3,3.5,3,3,5,none,none,none,none,none,google
2.416666667,4.3,3.272727273,3.162770563,2,2,4,3,1,1,google
3.636363636,4.4,3,3,5,5,5,5,5,5,google
2.866666667,4.6,3,3.5,4,5,3,4,5,2,google
4,4.6,3,4,3,none,none,none,none,none,google
2,4,2.416666667,3,3,none,none,none,none,none,google
3,4,5,3,5,5,5,4,5,4,google
3.275,2.775,3,3,4,4,5,5,5,5,google
3.4,4.4,3,4,5,none,none,none,none,none,google
3.131428571,3.844444444,3,3.266666667,3,4,2,2,3,1,google
2.5,3.4,5,3,5,5,5,4,5,4,google
3.714285714,4.2,3,3,5,none,none,none,none,none,google
2.922619048,3.350649351,3,3,4,4,4,3,5,3,google
2.5625,3.8875,5,4,4,5,5,4,4,4,google
3.336363636,4.05,3,3.2,4,4,4,1,4,1,google
3,3.814285714,3,3,4,none,none,none,none,none,google
2.4,3.2,4.2,3,3,5,5,2,4,4,google
2.767857143,3.246666667,3,2.4,5,5,5,5,5,4,google
3.618333333,3.506666667,3,3.4375,5,5,5,5,4,4,google
2.865,4.375,4.6,3,4,5,5,3,4,3,google
2.416666667,3,5,3,5,5,5,5,5,5,google
3,3.876190476,4.4,3,5,4,5,5,5,4,google
2.833333333,3,3,3,5,5,5,4,5,5,google
4.8,4.4,2.8,3,5,none,none,none,none,none,google
1.6,4.31,5,4.25,5,3,4,5,5,4,google
3.557142857,3,3,3,5,4,4,5,5,5,google
3,5,3,3,5,none,none,none,none,none,google
4,3,3,3,5,none,none,none,none,none,google
3.5,4.014285714,3,3,3,3,4,3,4,3,google
3,4.4,3,4.2,3,5,5,5,5,5,google
3.5,3,5,3,5,5,5,5,5,5,google
3.213888889,3.720748299,3.526785714,2.929861111,5,3,5,4,5,3,google
3.547222222,3.8,3,3,5,none,none,none,none,none,google
3,4.4,4.4,3,4,4,4,4,4,4,google
3.54,3.45,4,3,5,5,5,5,5,5,google
2.828888889,3,5,3,5,5,5,5,5,5,google
2.7,4.2,4.6,3,5,none,none,none,none,none,google
3.1,3.204081633,4.2,3,5,4,5,4,4,4,google
2.8375,4.014285714,3.590909091,3,4,5,5,3,5,4,google
2.516666667,3.25,3,3,4,4,4,3,5,3,google
2.75,3,3,3,4,none,none,none,none,none,google
3.033333333,4.35,3,3.9,5,5,4,4,5,3,google
3,4.2,4.6,4,5,4,5,5,5,5,google
3.5,3.876190476,4.6,3,5,none,none,none,none,none,google
3.333333333,4.6,4.6,3,5,5,5,4,5,5,google
3,3,3,3,5,5,5,5,4,5,google
3,5,4.6,3,5,4,4,4,4,4,google
3.2875,3.442857143,3.571428571,2.666666667,3,4,3,3,2,3,google
3.4,3.6,5,3.6,5,5,5,5,5,5,google
3.278571429,3.866666667,4.6,3,4,5,5,5,5,2,google
3,4.5,4,3,5,4,5,5,5,4,google
3,4.114285714,4.8,3,5,5,5,5,5,5,google
3.043333333,3.98025974,4.7,3.214285714,5,3,4,4,5,3,google
2.2,3.866666667,3,4.2,5,5,5,5,5,5,google
3.2,3.622222222,3,3,5,4,5,5,4,4,google
3,4.4,3.91,3,5,5,5,4,5,5,google
2.2,4.7,4.6,3,4,5,3,4,4,4,google
3,4.6,4.6,3,4,none,none,none,none,none,google
3,5,4.6,3,5,4,5,5,5,5,google
3.080681818,3.723809524,3.8,3,5,5,5,4,5,4,google
2.666666667,4.43,3,3,4,5,4,4,4,4,google
3,3.975,3,3,5,none,none,none,none,none,google
3.2732493,3.523333333,4.6,3,4,4,4,3,5,2,google
2.8,3.31,3,3.622222222,5,4,5,5,5,4,google
2.8,4.5,3,3,5,none,none,none,none,none,google
1.7,3.91,4,3,4,4,5,2,5,2,google
3,4.6,3,3,5,4,4,5,5,4,google
4.6,3.916666667,4.4,3,4,3,3,3,3,3,google
3,3.24,4.6,3,5,4,4,4,5,4,google
2.75,4.45,4.6,3,5,5,5,5,5,5,google
3,4.82,3,3,5,5,5,5,5,5,google
3,3.833333333,3.866666667,3,4,none,none,none,none,none,google
2.736363636,3.8,3,3,3,3,3,2,4,3,google
2.75,3.914285714,3.5,5,5,5,5,none,4,none,google
2.773333333,3.566666667,3,3,4,none,none,none,none,none,google
1.75,3.9,4.6,3,5,none,none,none,none,none,google
3.4,4.6,3,3,4,4,3,2,3,3,google
3,3,3,3,1,1,1,1,1,1,google
2.6,4.6,3,3,5,3,5,5,5,5,google
3,3.6,3,3,5,3,5,5,3,3,google
2.878888889,4,3,3,5,5,5,5,5,5,google
4.05,4.05,3,2.688888889,4,4,4,4,4,4,google
3,3,3,2.688888889,4,3,4,3,4,4,google
1.6,4.6,4.6,3,5,3,4,3,3,4,google
3,3.6,5,4,4,none,none,none,none,none,google
3.033333333,4.25,3,3,4,4,4,4,4,4,google
3.024242424,3.636363636,3.272727273,3,4,3,4,3,4,3,google
2.5,3.783333333,3,3,4,4,4,4,4,4,google
3.693333333,4.6,3,3,4,4,5,4,5,4,google
3.09047619,4.59,3,2.5,4,5,4,4,5,3,google
3,3.933333333,3,3,5,5,5,5,5,5,google
2.7,3.4,4.1,3,5,none,none,none,none,none,google
3,3,3.25,3,5,4,5,4,5,4,google
2,4.6,4.6,3,5,none,none,none,none,none,google
3.506547619,3.489285714,3.8,3.188888889,4,4,4,4,5,5,google
3.2,3,4.6,3,4,none,none,none,none,none,google
4,4,5,5,4,5,5,5,5,5,google
3.15,4.4,3,3,5,5,5,5,5,5,google
3,4.3,3,3,5,5,5,5,5,5,google
3.8,4.4,3,3,5,none,none,none,none,none,google
3.158730159,4.073333333,3,3,5,4,4,5,5,4,google
3.296666667,3.574545455,4.6,3.514285714,3,3,5,3,4,2,google
1,4.2,3,3,5,5,5,5,5,5,google
3,4.2,5,3,5,5,5,5,5,5,google
4.4,4.6,3,3,4,3,3,3,3,3,google
3.444444444,4.15,4,3,4,3,4,4,5,3,google
3,4.8,4.6,3,5,5,5,5,5,5,google
2.8,4.6,3,4.6,5,none,none,none,none,none,google
1.8125,3.6,4.4,4.6,5,5,5,5,5,5,google
3.15,4.3,3,3,5,3,4,5,4,4,google
3.32,4.3,4.6,3,5,none,none,none,none,none,google
3,4.82,3,3,5,none,none,none,none,none,google
2,5,3,3.825,5,5,5,5,5,5,google
2.416666667,4.5,4.4,3,5,none,none,none,none,none,google
3.43,3,4,3,5,3,5,5,5,4,google
3,4.3,3,3,5,5,5,5,5,5,google
3.428571429,4.8,3,3,4,5,5,5,5,5,google
2.75,3,3,3.208333333,4,4,5,3,3,4,google
3,4.4,3,3,5,none,none,none,none,none,google
3.586666667,3.942857143,4,3,5,5,5,3,5,4,google
3,4.575,3,3,5,none,none,none,none,none,google
3,3.8,5,3,5,5,5,5,5,5,google
2.766666667,4.4,5,3,5,none,none,none,none,none,google
3,4.214285714,3,3,3,none,none,none,none,none,google
2.625,3.272727273,3,3,3,4,4,4,3,3,google
3,4.6,3,3,3,5,5,5,5,5,google
3.266666667,4.2,3,3,5,4,5,4,5,4,google
3,3.675,4.4,3,5,none,none,none,none,none,google
3.4,4.0875,3,3,5,5,5,5,5,5,google
3.183333333,2.9,3,3,3,none,none,none,none,none,google
5,3.2,4.6,3,5,4,4,5,5,5,google
2.2,3,4.6,3,5,5,5,5,5,5,google
4,4.4,3,4,5,4,3,5,4,3,google
2.772348485,4.6,3.7,3,5,4,5,5,4,5,google
2.688888889,4.1,4.2,3,5,5,5,5,5,5,google
3,3,5,3,5,4,5,5,5,5,google
2.5625,4.3,3,4.3,3,3,4,3,4,2,google
2.2,3.8,3,4,3,3,5,3,4,3,google
3.208333333,3.533333333,3.7,3,5,5,4,5,5,5,google
2.2,3.778571429,3,3,4,3,4,3,3,3,google
3.448148148,4.053714286,4.6,3,4,3,4,3,5,4,google
3,4.4,3,3,4,none,none,none,none,none,google
3.46875,4.22,4.6,3,5,5,4,5,5,4,google
2.608333333,4.066666667,3.9,3.64,5,5,4,5,5,4,google
3.266666667,3.4,3,3,5,3,3,5,5,2,google
3.7,4,4.6,2.972222222,5,5,5,5,5,4,google
3,4,3,3,5,none,none,none,none,none,google
4.4,4.4,3,3,4,5,5,3,5,5,google
2,3.75,4.4,3,4,3,5,3,5,2,google
3,4.6,3,3,4,5,4,2,3,2,google
3.2,4.4,3,3,2,2,4,2,2,2,google
2.776296296,4.5,3,4.4,2,2,1,2,3,1,google
2.75625,4.5,3,3,5,5,5,5,5,5,google
3.557142857,3.956190476,4.4,3,5,none,none,none,none,none,google
3,5,5,4.4,5,none,none,none,none,none,google
3,4.6,5,3,5,4,4,5,5,4,google
3.4,4.18,4.6,3,4,4,4,4,4,4,google
3.006481481,3.8,4.214285714,3,5,5,5,5,5,5,google
3.5,4.4,4.4,3,4,3,3,4,4,4,google
3.2,4.4,4.4,3,4,none,none,none,none,none,google
3,4.2,3,3,4,5,2,5,5,4,google
3.403125,3.7125,3,3.638095238,5,4,5,3,5,4,google
3,4.4,4.4,4.4,5,5,5,5,5,5,google
2.2,3.614285714,4.6,3,5,none,none,none,none,none,google
4,3.5,4.6,3,5,5,5,5,5,5,google
3,4.6,4.6,3,5,none,none,none,none,none,google
2.825,4.4,3,3,4,5,4,4,3,4,google
2.75,3.5,3,3,4,4,4,4,4,4,google
4.4,3.7,5,3,5,5,5,5,5,5,google
2.26,4.4,3,3,5,none,none,none,none,none,google
3.4,4.4,4.4,3,5,none,none,none,none,none,google
3,4.6,3,3,3,none,none,none,none,none,google
2.5,4.405,3,3,5,5,5,5,5,5,google
3,3.4,3,3,5,5,5,5,5,5,google
3.4,3.9,3,4,4,3,4,3,3,3,google
4,4,3,3,4,4,4,4,4,2,google
3.133333333,4.022222222,3,3,5,none,none,none,none,none,google
2.6,4.41,3,3,4,none,none,none,none,none,google
3.914285714,3.1,3,3,3,3,3,3,3,3,google
3.323809524,4.4,4.6,3,1,1,1,3,4,1,google
2.75,4.6,3,3,5,4,5,4,4,4,google
3,4.6,3.4,4.4,5,5,5,3,5,5,google
3,3.86,1,4,1,1,1,1,1,1,google
3,4.333333333,3,5,5,5,5,5,5,5,google
3,5,3,3,5,5,5,5,5,5,google
2.416666667,4.075,3.76,3,5,3,5,4,5,4,google
3.428571429,3.866666667,3.866666667,3,5,5,5,4,4,3,google
1.8,4.1,4.6,3.916666667,5,5,5,5,5,5,google
2,4.15,3,3,5,5,4,4,5,4,google
3.6,3,4.8,3,5,5,5,5,5,5,google
3.5,3.914285714,4.6,3,5,3,5,5,4,5,google
3,4.5,4.6,3,5,4,5,4,5,5,google
2.826194639,4.733333333,3.140740741,3,4,4,4,4,5,3,google
3,4.266666667,3,3,4,3,5,4,4,4,google
3.80952381,4.266666667,3,3,5,4,5,5,5,5,google
3,3.6,4.6,3,5,none,none,none,none,none,google
3,3.464285714,3,3,4,3,4,5,4,4,google
3.075,3.332142857,3,3,5,5,5,5,5,none,google
3,4.4875,3,3.5,5,3,5,5,4,4,google
2.7,4.2,3,3,4,4,5,5,5,4,google
4.6,4.2,3,3,5,none,none,1,none,none,google
2.8,4.075,3,3,5,5,5,5,5,5,google
3,3.624242424,4.4,4,4,4,4,4,5,4,google
3,3.0375,4.75,3,5,5,4,4,4,4,google
2.9,2.75,3,3.283333333,4,5,5,3,4,4,google
4.4,4.4,5,3,5,5,5,5,5,4,google
2.857142857,3,4.4,3,5,4,4,3,3,4,google
